startup_id,__index,startup_funding_round_id,startup_funding_round_investment_id,name,permalink
"52cdef7c4bab8bd675297d8a","0","418a7679-7d27-4338-bcf2-3c9a831d0f76","9232cd90-5497-45b8-850c-96ee5698c4d8","Frazier Technology Ventures","frazier-technology-ventures"
