restaurant_id,__index,date,grade,id
"58b868503c6f4d322fa8f552","0","2014-03-03T00:00:00.000Z","A","0528c3ce-d92d-4619-9d9f-92340de1fecd"
"58b868503c6f4d322fa8f552","1","2011-11-23T00:00:00.000Z","A","bbeeb03a-1788-40cb-a345-d3b954da5250"
