startup_id,__index,startup_funding_round_id,company,person,id
"52cdef7c4bab8bd675297d8a","0","9ddc971e-204b-4f21-b280-2e77f5bcff41",,,"3199bac0-b452-43d4-acbc-2d5833143515"
"52cdef7c4bab8bd675297d8a","1","9ddc971e-204b-4f21-b280-2e77f5bcff41",,,"b0dcfc89-8970-4c8d-bf5c-5a7b1d1cab40"
"52cdef7c4bab8bd675297d8a","2","9ddc971e-204b-4f21-b280-2e77f5bcff41",,,"51de0af7-e5af-46f9-8ace-0fc24915e555"
"52cdef7c4bab8bd675297d8a","3","9ddc971e-204b-4f21-b280-2e77f5bcff41",,,"12d00fed-3b47-4926-9bad-99709d5b3369"
"52cdef7c4bab8bd675297d8a","0","f71d21af-e307-46d3-940b-e4011c1fbfea",,,"ef1a8e41-8b92-4b80-bfa6-2c0dea4abf53"
"52cdef7c4bab8bd675297d8a","1","f71d21af-e307-46d3-940b-e4011c1fbfea",,,"49d441b3-c108-4028-a1b8-df5fc555e871"
"52cdef7c4bab8bd675297d8a","2","f71d21af-e307-46d3-940b-e4011c1fbfea",,,"d9661024-eaa2-427b-a782-72205de1a9ba"
"52cdef7c4bab8bd675297d8a","0","418a7679-7d27-4338-bcf2-3c9a831d0f76",,,"9232cd90-5497-45b8-850c-96ee5698c4d8"
"52cdef7c4bab8bd675297d8a","1","418a7679-7d27-4338-bcf2-3c9a831d0f76",,,"9621c1eb-82b3-4189-a76c-68c48b5bca59"
